Zip Code ZCTA,State,City,2010 Census Population,Latitude,Longitude
39563,MS,Moss Point,13790,30.42,-88.52
39564,MS,Ocean Springs,36952,30.4,-88.8
39565,MS,Vancleave,19453,30.4,-88.8
39567,MS,Pascagoula,10740,30.36,-88.54
39571,MS,Pass Christian,13179,30.31,-89.24
39572,MS,Pearlington,1414,30.24,-89.6
39573,MS,Perkinston,8828,30.78,-89.13
39574,MS,Saucier,13613,30.63,-89.13
39576,MS,Waveland,5809,30.28,-89.38
39577,MS,Wiggins,10374,30.86,-89.13
39581,MS,Pascagoula,11595,30.36,-88.54
39601,MS,Brookhaven,23536,31.58,-90.44
39629,MS,Bogue Chitto,6519,31.43,-90.45
39630,MS,Bude,1115,31.46,-90.85
39631,MS,Centreville,3732,31.08,-91.06
39633,MS,Crosby,1094,31.27,-91.06
39635,MS,Fernwood,170,31.18,-90.44
39638,MS,Gloster,3333,31.19,-91.01
39641,MS,Jayess,4569,31.41,-90.18
39643,MS,Kokomo,1102,31.17,-89.98
39645,MS,Liberty,5016,31.16,-90.8
39647,MS,Mc Call Creek,1023,31.52,-90.76
39648,MS,Mccomb,21710,31.24,-90.46
39652,MS,Magnolia,8315,31.15,-90.46
39653,MS,Meadville,2799,31.47,-90.89
39654,MS,Monticello,5635,31.55,-90.11
39656,MS,Oak Vale,803,31.44,-90
39657,MS,Osyka,2351,31,-90.47
39661,MS,Roxie,2997,31.5,-91.06
39662,MS,Ruth,1318,31.37,-90.29
39663,MS,Silver Creek,3080,31.6,-90
39664,MS,Smithdale,2256,31.33,-90.68
39665,MS,Sontag,1196,31.65,-90.18
39666,MS,Summit,9588,31.28,-90.46
39667,MS,Tylertown,12837,31.11,-90.14
39668,MS,Union Church,681,31.7,-90.82
39669,MS,Woodville,6045,31.1,-91.29
39701,MS,Columbus,13997,33.5,-88.4
39702,MS,Columbus,22883,33.5,-88.4
39705,MS,Columbus,13667,33.5,-88.4
39730,MS,Aberdeen,11805,33.82,-88.55
39735,MS,Ackerman,3916,33.31,-89.17
39736,MS,Artesia,312,33.41,-88.64
39737,MS,Bellefontaine,285,33.64,-89.33
39739,MS,Brooksville,2957,33.23,-88.58
39740,MS,Caledonia,5038,33.68,-88.32
39741,MS,Cedarbluff,1560,33.61,-88.84
39743,MS,Crawford,2067,33.3,-88.62
39744,MS,Eupora,6008,33.54,-89.27
39745,MS,French Camp,810,33.29,-89.39
39746,MS,Hamilton,3183,33.8,-88.43
39747,MS,Kilmichael,1999,33.43,-89.56
39750,MS,Maben,2781,33.55,-89.08
39751,MS,Mantee,1309,33.68,-89.02
39752,MS,Mathiston,2473,33.53,-89.12
39755,MS,Pheba,1051,33.59,-88.94
39756,MS,Prairie,1943,33.8,-88.66
39759,MS,Starkville,42108,33.45,-88.82
39760,MS,Starkville,23,33.45,-88.82
39762,MS,Mississippi State,2207,33.45,-88.79
39766,MS,Steens,2630,33.57,-88.31
39767,MS,Stewart,861,33.53,-89.49
39769,MS,Sturgis,1923,33.34,-89.04
39771,MS,Walthall,127,33.6,-89.27
39772,MS,Weir,1793,33.26,-89.28
39773,MS,West Point,16670,33.6,-88.64
39776,MS,Woodland,1674,33.78,-89.05
39813,GA,Arlington,2110,31.41,-84.69
39815,GA,Attapulgus,1686,30.74,-84.47
39817,GA,Bainbridge,10894,30.9,-84.57
39819,GA,Bainbridge,11282,30.8,-84.5
39823,GA,Blakely,8550,31.33,-84.94
39824,GA,Bluffton,544,31.55,-84.86
39825,GA,Brinson,1461,30.94,-84.71
39826,GA,Bronwood,418,31.82,-84.32
39827,GA,Cairo,3842,30.97,-84.2
39828,GA,Cairo,15150,30.87,-84.2
39834,GA,Climax,2138,30.89,-84.44
39836,GA,Coleman,461,31.66,-84.87
39837,GA,Colquitt,6166,31.15,-84.67
39840,GA,Cuthbert,5726,31.77,-84.75
39841,GA,Damascus,878,31.28,-84.67
39842,GA,Dawson,8357,31.76,-84.44
39845,GA,Donalsonville,7871,31.04,-84.87
39846,GA,Edison,2440,31.56,-84.73
39851,GA,Fort Gaines,2388,31.61,-84.99
39854,GA,Georgetown,2592,31.85,-85.04
39859,GA,Iron City,1281,30.97,-84.8
39861,GA,Jakin,1003,31.14,-85
39862,GA,Leary,1326,31.48,-84.5
39866,GA,Morgan,2122,31.55,-84.62
39867,GA,Morris,321,31.82,-84.94
39870,GA,Newton,2238,31.3,-84.37
39877,GA,Parrott,500,31.92,-84.49
39885,GA,Sasser,76,31.71,-84.34
39886,GA,Shellman,1616,31.73,-84.6
39897,GA,Whigham,3430,30.9,-84.32
40003,KY,Bagdad,1902,38.26,-85.05
40004,KY,Bardstown,28245,37.81,-85.46
40006,KY,Bedford,5084,38.59,-85.31
40007,KY,Bethlehem,166,38.4,-85.06
40008,KY,Bloomfield,3476,37.91,-85.31
40009,KY,Bradfordsville,1051,37.49,-85.14
40010,KY,Buckner,587,38.38,-85.43
40011,KY,Campbellsburg,2549,38.52,-85.2
40012,KY,Chaplin,589,37.9,-85.21
40013,KY,Coxs Creek,5369,37.9,-85.46
40014,KY,Crestwood,19986,38.33,-85.48
40019,KY,Eminence,3789,38.36,-85.17
40020,KY,Fairfield,109,37.93,-85.38
40022,KY,Finchville,834,38.15,-85.31
40023,KY,Fisherville,4118,38.16,-85.42
40025,KY,Glenview,59,38.3,-85.65
40026,KY,Goshen,5458,38.4,-85.59
40031,KY,La Grange,22863,38.4,-85.37
40033,KY,Lebanon,12355,37.56,-85.25
40036,KY,Lockport,223,38.43,-84.98
40037,KY,Loretto,2864,37.63,-85.4
40040,KY,Mackville,531,37.73,-85.06
40041,KY,Masonic Home,286,38.26,-85.65
40045,KY,Milton,3451,38.71,-85.37
40046,KY,Mount Eden,1741,38.03,-85.16
40047,KY,Mount Washington,19345,38.04,-85.55
40048,KY,Nazareth,113,37.83,-85.46
40049,KY,Nerinx,115,37.66,-85.42
40050,KY,New Castle,1389,38.43,-85.17
40051,KY,New Haven,4799,37.65,-85.58
40052,KY,New Hope,515,37.63,-85.51
40055,KY,Pendleton,1752,38.48,-85.32
40056,KY,Pewee Valley,3263,38.31,-85.48
40057,KY,Pleasureville,3354,38.35,-85.11
40058,KY,Port Royal,64,38.55,-85.08
40059,KY,Prospect,16708,38.34,-85.6
40060,KY,Raywick,1184,37.55,-85.43
40062,KY,Saint Francis,301,37.62,-85.46
40063,KY,Saint Mary,789,37.58,-85.33
40065,KY,Shelbyville,28025,38.21,-85.23
40067,KY,Simpsonville,5114,38.21,-85.35
40068,KY,Smithfield,2131,38.38,-85.25
40069,KY,Springfield,8276,37.68,-85.22
40070,KY,Sulphur,582,38.48,-85.26
40071,KY,Taylorsville,14292,38.03,-85.34
40075,KY,Turners Station,1323,38.55,-85.12
40076,KY,Waddy,2516,38.13,-85.06
40077,KY,Westport,564,38.48,-85.46
40078,KY,Willisburg,2200,37.81,-85.12
40104,KY,Battletown,1336,38.06,-86.3
40107,KY,Boston,2067,37.78,-85.66
40108,KY,Brandenburg,11583,37.99,-86.18
40109,KY,Brooks,1990,38.06,-85.71
40110,KY,Clermont,60,37.91,-85.65
40111,KY,Cloverport,1682,37.83,-86.62
40115,KY,Custer,727,37.73,-86.25
40117,KY,Ekron,2299,37.93,-86.17
40118,KY,Fairdale,9724,38.11,-85.75
40119,KY,Falls Of Rough,1797,37.6,-86.55
40121,KY,Fort Knox,10124,37.89,-85.96
40140,KY,Garfield,787,37.78,-86.35
40142,KY,Guston,2304,37.88,-86.21
40143,KY,Hardinsburg,5939,37.77,-86.45
40144,KY,Harned,1866,37.75,-86.41
40145,KY,Hudson,908,37.65,-86.28
40146,KY,Irvington,3745,37.87,-86.28
40150,KY,Lebanon Junction,4103,37.83,-85.72
40152,KY,Mc Daniels,604,37.59,-86.4
40155,KY,Muldraugh,947,37.93,-85.99
40157,KY,Payneville,876,37.98,-86.31
40160,KY,Radcliff,23574,37.82,-85.94
40161,KY,Rhodelia,178,38,-86.41
40162,KY,Rineyville,6056,37.75,-85.96
40165,KY,Shepherdsville,32726,37.98,-85.71
40170,KY,Stephensport,344,37.91,-86.53
40171,KY,Union Star,243,37.93,-86.45
40175,KY,Vine Grove,13070,37.81,-85.97
40176,KY,Webster,931,37.88,-86.33
40177,KY,West Point,1463,37.98,-85.95
40178,KY,Westview,468,37.68,-86.42
40202,KY,Louisville,6772,38.22,-85.74
40203,KY,Louisville,19694,38.22,-85.74
40204,KY,Louisville,14236,38.22,-85.74
40205,KY,Louisville,23678,38.22,-85.74
40206,KY,Louisville,18865,38.22,-85.74
40207,KY,Louisville,29745,38.22,-85.74
40208,KY,Louisville,13227,38.22,-85.74
40209,KY,Louisville,360,38.22,-85.74
40210,KY,Louisville,14822,38.22,-85.74
40211,KY,Louisville,22612,38.22,-85.74
40212,KY,Louisville,17685,38.22,-85.74
40213,KY,Louisville,16796,38.22,-85.74
40214,KY,Louisville,45291,38.22,-85.74
40215,KY,Louisville,22287,38.22,-85.74
40216,KY,Louisville,40746,38.22,-85.74
40217,KY,Louisville,12507,38.22,-85.74
40218,KY,Louisville,31658,38.22,-85.74
40219,KY,Louisville,38032,38.22,-85.74
40220,KY,Louisville,33109,38.22,-85.74
40222,KY,Louisville,21359,38.22,-85.74
40223,KY,Louisville,22011,38.22,-85.74
40228,KY,Louisville,15743,38.22,-85.74
40229,KY,Louisville,36852,38.22,-85.74
40231,KY,Louisville,0,38.22,-85.74
40241,KY,Louisville,28988,38.22,-85.74
40242,KY,Louisville,10930,38.22,-85.74
40243,KY,Louisville,10210,38.22,-85.74
40245,KY,Louisville,30109,38.22,-85.74
40258,KY,Louisville,26465,38.22,-85.74
40272,KY,Louisville,37394,38.22,-85.74
40280,KY,Louisville,303,38.22,-85.74
40291,KY,Louisville,35427,38.22,-85.74
40299,KY,Louisville,38371,38.22,-85.74
40310,KY,Burgin,526,37.75,-84.76
40311,KY,Carlisle,7153,38.31,-84.03
40312,KY,Clay City,5898,37.86,-83.92
40313,KY,Clearfield,3143,38.16,-83.43
40316,KY,Denniston,309,37.91,-83.53
40322,KY,Frenchburg,3328,37.95,-83.62
40324,KY,Georgetown,41342,38.2,-84.55
40328,KY,Gravel Switch,1065,37.58,-85.05
40330,KY,Harrodsburg,19334,37.76,-84.84
40334,KY,Hope,76,38.01,-83.77
40336,KY,Irvine,13061,37.69,-83.96
40337,KY,Jeffersonville,5501,37.96,-83.82
40339,KY,Keene,46,37.93,-84.63
40342,KY,Lawrenceburg,21125,38.03,-84.89
40346,KY,Means,686,37.94,-83.76
40347,KY,Midway,2767,38.14,-84.68
40348,KY,Millersburg,600,38.3,-84.14
40350,KY,Moorefield,228,38.26,-83.93
40351,KY,Morehead,20329,38.19,-83.44
40353,KY,Mount Sterling,20779,38.06,-83.94
40356,KY,Nicholasville,40503,37.87,-84.58
40358,KY,Olympia,904,38.09,-83.69
40359,KY,Owenton,7080,38.53,-84.83
40360,KY,Owingsville,6564,38.13,-83.75
40361,KY,Paris,18220,38.2,-84.26
40363,KY,Perry Park,22,38.55,-84.97
40370,KY,Sadieville,2763,38.39,-84.53
40371,KY,Salt Lick,2838,38.11,-83.61
40372,KY,Salvisa,2128,37.91,-84.86
40374,KY,Sharpsburg,1702,38.2,-83.92
40376,KY,Slade,52,37.79,-83.7
40379,KY,Stamping Ground,3288,38.27,-84.68
40380,KY,Stanton,6612,37.84,-83.85
40383,KY,Versailles,22408,38.05,-84.72
40385,KY,Waco,3131,37.73,-84.15
40387,KY,Wellington,2046,37.91,-83.5
40390,KY,Wilmore,7366,37.86,-84.65
40391,KY,Winchester,35262,37.99,-84.18
40402,KY,Annville,2905,37.32,-83.96
40403,KY,Berea,23774,37.57,-84.29
40404,KY,Berea,643,37.57,-84.29
40409,KY,Brodhead,3843,37.4,-84.41
40419,KY,Crab Orchard,4621,37.46,-84.5
40422,KY,Danville,24280,37.64,-84.77
40434,KY,Gray Hawk,34,37.39,-83.93
40437,KY,Hustonville,4932,37.47,-84.81
40440,KY,Junction City,2092,37.58,-84.78
40442,KY,Kings Mountain,1136,37.36,-84.7
40444,KY,Lancaster,14096,37.61,-84.57
40445,KY,Livingston,997,37.29,-84.21
40447,KY,Mc Kee,8251,37.43,-83.98
40448,KY,Mc Kinney,53,37.47,-84.75
40456,KY,Mount Vernon,9300,37.36,-84.34
40460,KY,Orlando,1129,37.37,-84.26
40461,KY,Paint Lick,3121,37.61,-84.41
40464,KY,Parksville,1114,37.6,-84.9
40468,KY,Perryville,1807,37.64,-84.95
40472,KY,Ravenna,1679,37.68,-83.94
40475,KY,Richmond,55803,37.74,-84.29
40481,KY,Sandgap,218,37.48,-84.09
40484,KY,Stanford,11612,37.53,-84.66
40486,KY,Tyner,2223,37.34,-83.9
40489,KY,Waynesburg,4109,37.33,-84.68
40502,KY,Lexington,25709,38.04,-84.45
40503,KY,Lexington,28003,38.04,-84.45
40504,KY,Lexington,25655,38.04,-84.45
40505,KY,Lexington,26040,38.04,-84.45
40506,KY,Lexington,2802,38.04,-84.45
40507,KY,Lexington,1757,38.04,-84.45
40508,KY,Lexington,23569,38.04,-84.45
40509,KY,Lexington,32364,38.04,-84.45
40510,KY,Lexington,1928,38.04,-84.45
40511,KY,Lexington,31798,38.04,-84.45
40513,KY,Lexington,10994,38.04,-84.45
40514,KY,Lexington,14647,38.04,-84.45
40515,KY,Lexington,33595,38.04,-84.45
40516,KY,Lexington,2877,38.04,-84.45
40517,KY,Lexington,35227,38.04,-84.45
40601,KY,Frankfort,49566,38.19,-84.86
40604,KY,Frankfort,462,38.19,-84.86
40701,KY,Corbin,29497,36.93,-84.1
40729,KY,East Bernstadt,5485,37.18,-84.11
40734,KY,Gray,3764,36.94,-84
40737,KY,Keavy,1379,37,-84.16
40740,KY,Lily,3321,37.02,-84.07
40741,KY,London,21875,37.12,-84.08
40743,KY,London,229,37.12,-84.08
40744,KY,London,18334,37.12,-84.08
40759,KY,Rockholds,2531,36.82,-84.11
40763,KY,Siler,469,36.69,-83.96
40769,KY,Williamsburg,18507,36.73,-84.16
40771,KY,Woodbine,1068,36.9,-84.08
40801,KY,Ages Brookside,531,36.83,-83.25
40806,KY,Baxter,2499,36.86,-83.33
40807,KY,Benham,337,36.96,-82.95
40808,KY,Big Laurel,99,36.97,-83.21
40810,KY,Bledsoe,1548,36.92,-83.36
40813,KY,Calvin,669,36.72,-83.62
40815,KY,Cawood,1534,36.74,-83.26
40816,KY,Chappell,78,37,-83.34
40818,KY,Coalgood,110,36.8,-83.23
40819,KY,Coldiron,729,36.82,-83.45
40820,KY,Cranks,581,36.76,-83.17
40823,KY,Cumberland,4231,36.98,-82.98
40824,KY,Dayhoit,559,36.86,-83.38
40826,KY,Eolia,759,37.05,-82.79
40827,KY,Essie,674,37.06,-83.45
40828,KY,Evarts,3965,36.86,-83.19
40829,KY,Grays Knob,172,36.8,-83.3
40830,KY,Gulston,301,36.75,-83.33
40831,KY,Harlan,5150,36.84,-83.32
40840,KY,Helton,312,36.95,-83.39
40843,KY,Holmes Mill,259,36.86,-83
40844,KY,Hoskinston,123,37.07,-83.39
40845,KY,Hulen,635,36.74,-83.53
40847,KY,Kenvir,261,36.85,-83.15
40849,KY,Lejunior,352,36.9,-83.07
40854,KY,Loyall,1213,36.85,-83.35
40855,KY,Lynch,860,36.96,-82.91
40856,KY,Miracle,756,36.76,-83.58
40858,KY,Mozelle,397,37,-83.39
40862,KY,Partridge,647,37,-82.89
40863,KY,Pathfork,502,36.75,-83.46
40865,KY,Putney,410,36.9,-83.22
40868,KY,Stinnett,1100,37.09,-83.39
40870,KY,Totz,279,36.94,-83.11
40873,KY,Wallins Creek,2390,36.82,-83.41
40874,KY,Warbranch,504,36.97,-83.44
40902,KY,Arjay,1239,36.8,-83.64
40903,KY,Artemus,681,36.83,-83.84
40906,KY,Barbourville,11132,36.86,-83.88
40913,KY,Beverly,171,36.93,-83.53
40914,KY,Big Creek,467,37.16,-83.56
40915,KY,Bimble,896,36.87,-83.82
40921,KY,Bryants Store,295,36.77,-83.92
40923,KY,Cannon,735,36.91,-83.85
40927,KY,Closplint,482,36.9,-83.06
40935,KY,Flat Lick,2699,36.82,-83.76
40939,KY,Fourmile,273,36.79,-83.74
40940,KY,Frakes,478,36.64,-83.92
40941,KY,Garrard,251,37.12,-83.74
40943,KY,Girdler,748,36.93,-83.84
40946,KY,Green Road,220,36.95,-83.83
40949,KY,Heidrick,788,36.88,-83.87
40953,KY,Hinkle,998,36.91,-83.81
40958,KY,Kettle Island,451,36.79,-83.6
40962,KY,Manchester,19143,37.15,-83.76
40964,KY,Mary Alice,151,36.78,-83.33
40965,KY,Middlesboro,13570,36.61,-83.72
40972,KY,Oneida,1327,37.27,-83.64
40977,KY,Pineville,10362,36.76,-83.7
40979,KY,Roark,148,37.02,-83.51
40982,KY,Scalf,388,36.91,-83.7
40983,KY,Sextons Creek,352,37.31,-83.78
40988,KY,Stoney Fork,555,36.88,-83.52
40995,KY,Trosper,121,36.78,-83.81
40997,KY,Walker,371,36.88,-83.71
41001,KY,Alexandria,16412,38.96,-84.38
41002,KY,Augusta,2510,38.77,-84
41003,KY,Berry,2786,38.52,-84.38
41004,KY,Brooksville,4122,38.68,-84.06
41005,KY,Burlington,22569,39.02,-84.72
41006,KY,Butler,4434,38.78,-84.37
41007,KY,California,4193,38.91,-84.26
41008,KY,Carrollton,7457,38.67,-85.16
41010,KY,Corinth,3217,38.49,-84.56
41011,KY,Covington,25872,39.08,-84.5
41014,KY,Covington,6942,39.08,-84.5
41015,KY,Latonia,20864,38.98,-84.48
41016,KY,Covington,6075,39.08,-84.5
41017,KY,Ft Mitchell,38940,39.02,-84.56
41018,KY,Erlanger,27345,39,-84.58
41030,KY,Crittenden,6299,38.78,-84.6
41031,KY,Cynthiana,15886,38.38,-84.29
41033,KY,De Mossville,1976,38.74,-84.47
41034,KY,Dover,1032,38.75,-83.88
41035,KY,Dry Ridge,10785,38.68,-84.59
41039,KY,Ewing,2502,38.42,-83.86
41040,KY,Falmouth,7265,38.67,-84.33
41041,KY,Flemingsburg,7153,38.42,-83.73
41042,KY,Florence,49968,38.99,-84.64
41043,KY,Foster,1745,38.79,-84.21
41044,KY,Germantown,1116,38.65,-83.96
41045,KY,Ghent,1273,38.73,-85.06
41046,KY,Glencoe,1414,38.71,-84.82
41048,KY,Hebron,13959,39.08,-84.7
41049,KY,Hillsboro,2261,38.29,-83.65
41051,KY,Independence,26796,38.95,-84.54
41052,KY,Jonesville,107,38.65,-84.75
41055,KY,Mayslick,1813,38.53,-83.87
41056,KY,Maysville,14228,38.62,-83.78
41059,KY,Melbourne,2712,39.03,-84.37
41062,KY,Minerva,35,38.69,-83.91
41063,KY,Morning View,3378,38.83,-84.51
41064,KY,Mount Olivet,2073,38.53,-84.03
41071,KY,Newport,20869,39.08,-84.48
41073,KY,Bellevue,5955,39.1,-84.47
41074,KY,Dayton,5338,39.11,-84.46
41075,KY,Fort Thomas,16459,39.08,-84.45
41076,KY,Newport,16468,39.08,-84.48
41080,KY,Petersburg,1849,39.03,-84.83
41083,KY,Sanders,1326,38.65,-84.94
41085,KY,Silver Grove,724,39.03,-84.39
41086,KY,Sparta,2771,38.67,-84.9
41091,KY,Union,16873,38.95,-84.66
41092,KY,Verona,3514,38.83,-84.69
41093,KY,Wallingford,2869,38.4,-83.61
41094,KY,Walton,13631,38.86,-84.61
41095,KY,Warsaw,3540,38.78,-84.89
41097,KY,Williamstown,7349,38.63,-84.56
41098,KY,Worthville,2037,38.6,-85.06
41099,KY,Newport,1169,39.08,-84.48
41101,KY,Ashland,18758,38.45,-82.64
41102,KY,Ashland,21712,38.45,-82.64
41121,KY,Argillite,1852,38.42,-82.81
41124,KY,Blaine,1039,38.02,-82.85
41129,KY,Catlettsburg,9922,38.41,-82.6
41132,KY,Denton,425,38.28,-82.82
41135,KY,Emerson,172,38.38,-83.26
41139,KY,Flatwoods,8271,38.51,-82.72
41141,KY,Garrison,2461,38.55,-83.19
41142,KY,Grahn,91,38.3,-83.09
41143,KY,Grayson,14535,38.33,-82.93
41144,KY,Greenup,10279,38.57,-82.82
41146,KY,Hitchins,412,38.23,-82.91
41149,KY,Isonville,733,38.06,-83.05
41159,KY,Martha,583,38.01,-82.95
41164,KY,Olive Hill,13125,38.3,-83.16
41166,KY,Quincy,919,38.63,-83.09
41168,KY,Rush,3043,38.29,-82.73
41169,KY,Russell,5354,38.51,-82.69
41171,KY,Sandy Hook,5042,38.09,-83.12
41174,KY,South Portsmouth,1122,38.7,-83.01
41175,KY,South Shore,5591,38.72,-82.96
41179,KY,Vanceburg,7852,38.59,-83.32
41180,KY,Webbville,1087,38.15,-82.79
41183,KY,Worthington,1618,38.55,-82.73
41189,KY,Tollesboro,2264,38.57,-83.57
41201,KY,Adams,238,38,-82.71
41203,KY,Beauty,696,37.83,-82.43
41204,KY,Boons Camp,560,37.83,-82.7
41214,KY,Debord,750,37.82,-82.55
41216,KY,East Point,1297,37.74,-82.79
41219,KY,Flatgap,2053,37.93,-82.88
41222,KY,Hagerhill,2627,37.78,-82.79
41224,KY,Inez,6414,37.86,-82.53
41226,KY,Keaton,168,37.98,-82.96
41230,KY,Louisa,11730,38.1,-82.6
41231,KY,Lovely,1002,37.82,-82.45
41232,KY,Lowmansville,782,37.91,-82.71
41234,KY,Meally,601,37.79,-82.73
41238,KY,Oil Springs,860,37.8,-82.94
41240,KY,Paintsville,6916,37.81,-82.8
41250,KY,Pilgrim,1195,37.79,-82.42
41254,KY,River,571,37.86,-82.72
41255,KY,Sitka,1036,37.88,-82.84
41256,KY,Staffordsville,2433,37.83,-82.84
41257,KY,Stambaugh,390,37.88,-82.79
41260,KY,Thelma,885,37.81,-82.76
41262,KY,Tomahawk,1474,37.87,-82.59
41263,KY,Tutor Key,525,37.84,-82.76
41264,KY,Ulysses,389,38,-82.71
41265,KY,Van Lear,1857,37.76,-82.75
41267,KY,Warfield,1245,37.83,-82.42
41268,KY,West Van Lear,395,37.78,-82.77
41271,KY,Williamsport,237,37.82,-82.72
41274,KY,Wittensville,585,37.86,-82.79
41301,KY,Campton,6159,37.73,-83.54
41311,KY,Beattyville,7538,37.58,-83.7
41314,KY,Booneville,5239,37.47,-83.67
41317,KY,Clayhole,190,37.46,-83.29
41332,KY,Hazel Green,1184,37.79,-83.41
41339,KY,Jackson,10957,37.55,-83.37
41348,KY,Lost Creek,1219,37.48,-83.32
41352,KY,Mize,677,37.86,-83.37
41360,KY,Pine Ridge,500,37.76,-83.61
41365,KY,Rogers,501,37.74,-83.63
41366,KY,Rousseau,20,37.59,-83.23
41367,KY,Rowdy,179,37.41,-83.2
41385,KY,Vancleve,470,37.62,-83.41
41390,KY,Whick,52,37.42,-83.37
41397,KY,Zoe,64,37.68,-83.68
41408,KY,Cannel City,445,37.78,-83.27
41421,KY,Elkfork,233,37.96,-83.13
41425,KY,Ezel,1138,37.89,-83.44
41464,KY,Royalton,722,37.67,-83.02
41465,KY,Salyersville,11979,37.74,-83.06
41472,KY,West Liberty,10985,37.91,-83.26
41501,KY,Pikeville,23298,37.47,-82.51
41503,KY,South Williamson,570,37.66,-82.29
41512,KY,Ashcamp,976,37.26,-82.43
41513,KY,Belcher,590,37.34,-82.37
41514,KY,Belfry,3491,37.62,-82.26
41517,KY,Burdine,109,37.18,-82.6
41519,KY,Canada,1108,37.6,-82.32
41522,KY,Elkhorn City,5352,37.3,-82.34
41524,KY,Fedscreek,384,37.4,-82.24
41526,KY,Fords Branch,125,37.32,-82.57
41527,KY,Forest Hills,675,37.63,-82.29
41528,KY,Freeburn,999,37.54,-82.14
41531,KY,Hardy,985,37.61,-82.24
41534,KY,Hellier,273,37.27,-82.49
41535,KY,Huddy,526,37.59,-82.27
41537,KY,Jenkins,5373,37.17,-82.62
41538,KY,Jonancy,97,37.31,-82.58
41539,KY,Kimper,1722,37.49,-82.34
41540,KY,Lick Creek,302,37.34,-82.32
41543,KY,Mc Andrews,543,37.54,-82.28
41544,KY,Mc Carr,931,37.59,-82.16
41547,KY,Majestic,369,37.53,-82.1
41548,KY,Mouthcard,862,37.38,-82.25
41553,KY,Phelps,2288,37.5,-82.16
41554,KY,Phyllis,1102,37.44,-82.33
41555,KY,Pinsonfork,915,37.54,-82.25
41557,KY,Raccoon,1716,37.49,-82.44
41558,KY,Ransom,809,37.54,-82.2
41559,KY,Regina,339,37.35,-82.37
41560,KY,Robinson Creek,384,37.32,-82.57
41562,KY,Shelbiana,2807,37.42,-82.49
41563,KY,Shelby Gap,445,37.21,-82.55
41564,KY,Sidney,1159,37.62,-82.35
41566,KY,Steele,714,37.97,-82.18
41567,KY,Stone,369,37.56,-82.27
41568,KY,Stopover,1073,37.52,-82.03
41571,KY,Varney,639,37.63,-82.42
41572,KY,Virgie,3754,37.33,-82.57
41601,KY,Allen,755,37.61,-82.72
41602,KY,Auxier,819,37.73,-82.75
41603,KY,Banner,1498,37.58,-82.7
41604,KY,Beaver,620,37.39,-82.65
41605,KY,Betsy Layne,637,37.55,-82.63
41606,KY,Bevinsville,656,37.33,-82.71
41607,KY,Blue River,318,37.62,-82.84
41612,KY,Bypro,78,37.3,-82.7
41615,KY,Dana,675,37.55,-82.69
41616,KY,David,794,37.16,-82.95
41619,KY,Drift,599,37.48,-82.74
41621,KY,Dwale,329,37.62,-82.72
41622,KY,Eastern,228,37.51,-82.8
41630,KY,Garrett,1230,37.48,-82.83
41631,KY,Grethel,1106,37.49,-82.64
41632,KY,Gunlock,614,37.54,-82.92
41635,KY,Harold,3056,37.53,-82.63
41636,KY,Hi Hat,984,37.39,-82.72
41640,KY,Hueysville,1343,37.54,-82.83
41642,KY,Ivel,725,37.59,-82.66
41643,KY,Lackey,194,37.46,-82.8
41645,KY,Langley,1268,37.53,-82.79
41647,KY,Mc Dowell,1815,37.42,-82.74
41649,KY,Martin,2631,37.57,-82.75
41650,KY,Melvin,534,37.35,-82.69
41653,KY,Prestonsburg,11451,37.67,-82.76
41655,KY,Printer,896,37.53,-82.74
41659,KY,Stanville,520,37.58,-82.67
41660,KY,Teaberry,802,37.42,-82.64
41663,KY,Tram,384,37.58,-82.63
41666,KY,Wayland,908,37.44,-82.8
41667,KY,Weeksbury,720,37.32,-82.71
41669,KY,Wheelwright,865,37.33,-82.72
41701,KY,Hazard,17252,37.25,-83.19
41712,KY,Ary,380,37.37,-83.14
41713,KY,Avawam,51,37.22,-83.27
41714,KY,Bear Branch,418,37.16,-83.54
41719,KY,Bonnyman,1043,37.31,-83.22
41721,KY,Buckhorn,788,37.34,-83.47
41722,KY,Bulan,1688,37.29,-83.16
41723,KY,Busy,1537,37.25,-83.3
41725,KY,Carrie,174,37.33,-83.03
41727,KY,Chavies,640,37.34,-83.35
41729,KY,Combs,230,37.26,-83.21
41731,KY,Cornettsville,1023,37.13,-83.07
41735,KY,Delphia,295,37.02,-83.08
41739,KY,Dwarf,179,37.33,-83.12
41740,KY,Emmalena,877,37.33,-83.07
41745,KY,Gays Creek,200,37.33,-83.4
41746,KY,Happy,835,37.2,-83.09
41749,KY,Hyden,3556,37.16,-83.37
41751,KY,Jeff,289,37.2,-83.13
41754,KY,Krypton,460,37.31,-83.33
41759,KY,Sassafras,397,37.22,-83.05
41760,KY,Scuddy,35,37.21,-83.09
41762,KY,Sizerock,107,37.22,-83.5
41763,KY,Slemp,574,37.07,-83.11
41764,KY,Smilax,741,37.13,-83.28
41766,KY,Thousandsticks,131,37.18,-83.42
41772,KY,Vest,277,37.39,-83
41773,KY,Vicco,1273,37.21,-83.06
41774,KY,Viper,2659,37.18,-83.14
41775,KY,Wendover,114,37.12,-83.36
41776,KY,Wooton,1509,37.17,-83.3
41777,KY,Yeaddiss,947,37.07,-83.21
41804,KY,Blackey,720,37.14,-82.97
41810,KY,Cromona,502,37.18,-82.69
